,fsq_id,station_num,distance,name,location_address,categorized,closed_bucket
381,4bf0422df831c92849cd01f2,39,983,Ulster Museum,Botanic Gardens,Museum,VeryLikelyOpen
382,4ba0fffbf964a520a98d37e3,39,595,Hatfield House,130 Ormeau Rd,Bar,VeryLikelyOpen
383,4bdc120e3904a59330c34c9e,39,912,Yum Bar and Restaurant,157 Stranmillis Rd,Restaurant,LikelyOpen
384,4c45f53af5aee21ee0f31658,39,931,Molly's Yard,1 College Green Mews,Restaurant,VeryLikelyOpen
385,4b7d734ff964a52022bf2fe3,39,730,Botanic Gardens,College Park,Park,VeryLikelyOpen
386,4d7f4904e7e1721e4ceaee0b,39,887,Tropical Ravine,Botanic Gardens,Botanical Garden,VeryLikelyOpen
387,5817638a38fa62c38f44588c,39,481,District,300 Ormeau Rd,Coffee Shop,VeryLikelyOpen
388,5aa13b4031fd141238c92639,39,435,Bia Rebel,409 Ormeau Rd,Restaurant,VeryLikelyOpen
389,4c06ca359e1ab7134be25243,39,550,Errigle Inn,312-320 Ormeau Rd,Restaurant,VeryLikelyOpen
390,5eb9b51f213a45538f4c0f64,40,267,Orchard Cafe,395-405 Newtownards Rd,Coffee Shop,VeryLikelyOpen
391,4c5ab857b05c1b8d5fd6d8b1,40,679,Subway,Cregagh Rd,Restaurant,LikelyOpen
392,57e16484498eddcb023eb02f,40,239,EastSide Visitor Centre,402 Newtownards Rd,Tourism,VeryLikelyOpen
393,50ef1b7fe4b00427f34d1154,40,100,Kungfu Buffet,Missing data,Restaurant,LikelyOpen
394,5c12ccb5c66666002c309972,40,126,Tim Hortons,Connswater Retail Park,Coffee Shop,VeryLikelyOpen
395,5c096533a5a3150039b8da3d,40,255,Freight East,402 Newtownards Rd,Restaurant,VeryLikelyOpen
396,57cc393d498eb67d67c40893,40,265,Jack,402 Newtownards Rd,Coffee Shop,VeryLikelyOpen
397,379475e744c04dd60a61d32d,40,259,The Newton Brunch Bar,345 Newtownards Rd,Restaurant,LikelyOpen
398,62a34d76f4d6a87d276d8ef0,40,236,Bullhouse East,442 Newtownards Rd,Bar,VeryLikelyOpen
399,c8aba0d3f522452e5c6df28a,40,221,Prince Albert Lounge,369 Newtownards Rd,Bar,LikelyOpen
400,4c6fcdd4d274b60cca8cd70d,41,278,Bert's Jazz Bar,16 Skipper St,Bar,Unsure
401,52988e8511d22448bd236206,41,402,The Dirty Onion,3 Hill St,Bar,Unsure
402,5a1fedbcbcbf7a12b589f1f9,41,387,Bunsen,6-8 Hill St,Restaurant,LikelyOpen
403,54917d6b498e225b49364d84,41,135,YO! Belfast,1 Victoria Square,Restaurant,VeryLikelyOpen
404,5a37b9bd16fa04126cd4ccd7,41,287,Oh Donuts & Coffee,55 Upper Arthur St,Restaurant,VeryLikelyOpen
405,4bd352d741b9ef3b0fe3ffe5,41,354,Whites Tavern,2-4 Winecellar Entry,Restaurant,Unsure
406,4b071106f964a52093f622e3,41,236,Muriel's Cafe Bar,12-14 Church Lane,Bar,LikelyOpen
407,514a517de4b0e876ff898ce4,41,190,Ox,1 Oxford St,Restaurant,VeryLikelyOpen
408,4bb3c394715eef3b6bce86bb,41,189,The Garrick Bar,29 Chichester St,Bar,LikelyOpen
409,4b03d73ff964a520535022e3,41,75,Victoria Square Shopping Centre,1 Victoria Sq,Mall,VeryLikelyOpen
410,4e89a9ea775b4a1123a42262,42,444,Curry Kitchen,Missing data,Restaurant,VeryLikelyOpen
411,bb76ad65731947d4ff07f9eb,42,500,Broken biscuits coffee shop,2 Prince Regent Rd,Coffee Shop,LikelyOpen
412,4c96765858d4b60c684b3b29,42,576,China Express,1 Knock Rd,Restaurant,VeryLikelyOpen
413,4c52bcf19d642d7f8a919bdf,42,303,Cafe Rojo,40 Montgomery Rd,Restaurant,VeryLikelyOpen
414,4c24511b136d20a1e6b4e161,42,558,John Dorys,1 Ballygowan Rd,Restaurant,VeryLikelyOpen
415,4c7d4e9e10916dcb89072996,42,571,Subway,Ballygowan Rd,Restaurant,VeryLikelyOpen
416,4bd1f67e9854d13a0ba2fa4d,42,590,Domino's Pizza,226/228 Knock Rd,Restaurant,VeryLikelyOpen
417,76c78f49f79f4e53b54c96b2,42,313,Diageo,3 Queens Square,Restaurant,VeryLikelyOpen
418,4c9748f66b35a143867e34dc,42,363,Arc Cafe,464 Castlereagh Rd,Coffee Shop,LikelyOpen
419,4d25822ed713b1f7e6cedf53,42,486,Dva Test Centre,Dill Rd,City Hall,LikelyOpen
420,50b0e62be4b0441cd92ec4f3,43,633,Crumlin Road Gaol,53-55 Crumlin Rd,Museum,VeryLikelyOpen
421,50ca5592e4b0cc5bad7c6449,43,750,The Sunflower,65 Union St,Bar,Unsure
422,4c7594d3604a3704191e8349,43,769,Maddens Bar,74 Berry St,Bar,Unsure
423,52c89bda498ebff3a28bb97b,43,848,Maverick,1 Union St,Bar,Unsure
424,4b64a08bf964a52082c32ae3,43,908,Kelly's Cellars,30-32 Bank St,Restaurant,Unsure
425,4e3526a1b3adaade053037fa,43,779,Shankill/Falls Peace Line,Canmore St,Monument,VeryLikelyOpen
426,5a8ae1b1178a2a50af56bee1,43,965,Curated Kitchen & Coffee,60 Donegall St,Coffee Shop,Unsure
427,57dd894e498e23543490088a,43,906,La Taqueria,53 Castle St,Bar,VeryLikelyOpen
428,4e332e7e227111ae768bb67b,43,927,The Deer’s Head,1-3 Lower Garfield St,Restaurant,Unsure
429,4c50130638b0be9a515ee3fc,43,943,Long's,39 Athol St,Restaurant,LikelyOpen
430,4b4506d3f964a5209b0126e3,44,855,Ryan's Bar and Restaurant,116-118 Lisburn Rd,Bar,VeryLikelyOpen
431,5c1509f325ecca002cf179ef,44,638,Five Guys,"32a, Boucher Crescent",Restaurant,LikelyOpen
432,611fc56243314d66ace34491,44,214,Beatties Traditional Fish & Chips,222 Tates Ave,Restaurant,VeryLikelyOpen
433,4bf1b88b78cec92871bcba86,44,127,Windsor Park,Donegall Rd,Stadium,VeryLikelyOpen
434,4bae2ddaf964a5205b8e3be3,44,641,Doorsteps,455 Lisburn Rd,Coffee Shop,VeryLikelyOpen
435,4bf590c8bfeac92801ba9236,44,854,The Jharna,133 Lisburn Rd,Restaurant,VeryLikelyOpen
436,4ba10674f964a5202f9037e3,44,646,Jenz Coffee Company,207 Lisburn Rd,Coffee Shop,LikelyOpen
437,56b604ba498e05a41db12725,44,603,Nando's,"Boucher Retail Park, Boucher Cres",Restaurant,VeryLikelyOpen
438,4b4a40c5f964a520dc8026e3,44,829,Cafe Fish,539 Lisburn Rd,Restaurant,VeryLikelyOpen
439,4bb7213e1344b713f7619e04,44,812,Clements,342 Lisburn Rd,Coffee Shop,LikelyOpen
440,62a34d76f4d6a87d276d8ef0,45,57,Bullhouse East,442 Newtownards Rd,Bar,VeryLikelyOpen
441,57e16484498eddcb023eb02f,45,51,EastSide Visitor Centre,402 Newtownards Rd,Tourism,VeryLikelyOpen
442,55feed95498e7a8fc0aaedb2,45,922,Slim's Healthy Kitchen,28 Belmont Rd,Restaurant,VeryLikelyOpen
443,5eb9b51f213a45538f4c0f64,45,97,Orchard Cafe,395-405 Newtownards Rd,Coffee Shop,VeryLikelyOpen
444,4c5fcb2354ac0f472137b421,45,832,Bennetts,4 Belmont Rd,Restaurant,LikelyOpen
445,4c5ab857b05c1b8d5fd6d8b1,45,947,Subway,Cregagh Rd,Restaurant,LikelyOpen
446,5c096533a5a3150039b8da3d,45,48,Freight East,402 Newtownards Rd,Restaurant,VeryLikelyOpen
447,586b7da07b43b43605a4d781,45,1011,Cyprus Avenue,228 Upper Newtownards Rd,Restaurant,VeryLikelyOpen
448,535fa87c498edafe09019733,45,955,Oliver's Coffee Bar,57-59 Belmont Rd,Coffee Shop,VeryLikelyOpen
449,57cc393d498eb67d67c40893,45,24,Jack,402 Newtownards Rd,Coffee Shop,VeryLikelyOpen
450,4d89ef067139b1f72342bfd4,46,788,W5,2 Queen's Quay,Museum,VeryLikelyOpen
451,4b588286f964a5204b5b28e3,46,734,Odyssey Arena,2 Queens Quay,Stadium,VeryLikelyOpen
452,50ca02c3245f2d4aa8c2bd75,46,959,Cables Bar,4 Lanyon Pl,Bar,VeryLikelyOpen
453,4cb46b5adb32f04d5671dd4d,46,908,Titanic Belfast,2 Queen's Quay,Museum,VeryLikelyOpen
454,4b4dfef8f964a52076dd26e3,46,984,Belfast Waterfront,2 Lanyon Pl,Concert Hall,VeryLikelyOpen
455,4f6090eee4b07ca95a464133,46,693,The Dock Cafe,2K Queens Rd,Coffee Shop,VeryLikelyOpen
456,51a88d59498e93cab076354d,46,762,SS Nomadic,Queens Rd,Museum,VeryLikelyOpen
457,504b867fe4b04977de57e845,46,983,Titanic Slipway,Queens Rd,Monument,VeryLikelyOpen
458,644055ec8831fc46af21271d,46,785,Nando’s,Missing data,Restaurant,Unsure
459,578ba22a498e14e13ba14b1b,46,906,Titanic Belfast,1 Olympic Way,Museum,LikelyOpen
460,547c64fd498eaea3bef78430,47,157,Clements Coffee,269 Upper Newtownards Rd,Coffee Shop,LikelyOpen
461,4bf859a6b182c9b6ca5b775a,47,227,Horatio Todd's Bar & Restaurant,406 Upper Newtownards Rd,Restaurant,VeryLikelyOpen
462,535fa87c498edafe09019733,47,840,Oliver's Coffee Bar,57-59 Belmont Rd,Coffee Shop,VeryLikelyOpen
463,4eee29245c5c794ad2f64e83,47,198,Il Pirata,279-281 Upper Newtownards Rd,Restaurant,VeryLikelyOpen
464,51153d24e4b0484af2b1292b,47,211,Green's Pizza,283-285 Upper Newtownards Rd,Restaurant,VeryLikelyOpen
465,4bfee552369476b011068d1f,47,161,Little Wing Pizzeria,201 Upper Newtownards Rd,Restaurant,VeryLikelyOpen
466,59eb273e1bc704513ac4f7df,47,188,Cafe Mauds,312 Upper Newtownards Rd,Coffee Shop,VeryLikelyOpen
467,4c30b7a6ed37a593be3f6903,47,175,Mandarin City,273-275 Upper Newtownards Rd,Restaurant,VeryLikelyOpen
468,586b7da07b43b43605a4d781,47,485,Cyprus Avenue,228 Upper Newtownards Rd,Restaurant,VeryLikelyOpen
469,4fa43216e4b01acec2fec23a,47,116,Neill's Hill Brasserie,229 Upper Newtownards Rd,Coffee Shop,VeryLikelyOpen
470,4c4647bd342c1b8d3040b689,48,438,The Crown Liquor Saloon,46 Great Victoria St,Restaurant,Unsure
471,4bacb913f964a520e8063be3,48,299,Nando's,24 Ormeau Ave,Restaurant,VeryLikelyOpen
472,4bb3c394715eef3b6bce86bb,48,307,The Garrick Bar,29 Chichester St,Bar,LikelyOpen
473,5a37b9bd16fa04126cd4ccd7,48,226,Oh Donuts & Coffee,55 Upper Arthur St,Restaurant,VeryLikelyOpen
474,514a517de4b0e876ff898ce4,48,632,Ox,1 Oxford St,Restaurant,VeryLikelyOpen
475,4b6031acf964a52060d929e3,48,258,Harlem Cafe,34 Bedford St,Coffee Shop,LikelyOpen
476,4bdabe62c79cc928a48b7fe9,48,281,PizzaExpress,25-27 Bedford St,Restaurant,VeryLikelyOpen
477,4b64a08bf964a52082c32ae3,48,631,Kelly's Cellars,30-32 Bank St,Restaurant,Unsure
478,4b459b93f964a5207d0e26e3,48,446,Ginger Bistro,7-8 Hope St,Restaurant,Unsure
479,4c489364c047be9aef423479,48,109,Zen,55-59 Adelaide St,Restaurant,LikelyOpen
480,5a1fedbcbcbf7a12b589f1f9,49,295,Bunsen,6-8 Hill St,Restaurant,LikelyOpen
481,52988e8511d22448bd236206,49,273,The Dirty Onion,3 Hill St,Bar,Unsure
482,4c6fcdd4d274b60cca8cd70d,49,245,Bert's Jazz Bar,16 Skipper St,Bar,Unsure
483,4bd352d741b9ef3b0fe3ffe5,49,448,Whites Tavern,2-4 Winecellar Entry,Restaurant,Unsure
484,4be55ba4910020a19dd7d214,49,87,Custom House Square,Custom House Square,Monument,VeryLikelyOpen
485,520080a3498eb97026f147b8,49,373,Established Coffee,54 Hill St,Coffee Shop,Unsure
486,4bb897143db7b7135e65219a,49,275,The Spaniard,3 Skipper St,Bar,LikelyOpen
487,514a517de4b0e876ff898ce4,49,243,Ox,1 Oxford St,Restaurant,VeryLikelyOpen
488,4b071106f964a52093f622e3,49,272,Muriel's Cafe Bar,12-14 Church Lane,Bar,LikelyOpen
489,54917d6b498e225b49364d84,49,349,YO! Belfast,1 Victoria Square,Restaurant,VeryLikelyOpen
490,56fd1e27498e65b9eabf8efa,50,919,General Merchants,361 Ormeau Rd,Restaurant,VeryLikelyOpen
491,51fc0981498e14d7ea479549,50,938,Maggie Mays,2 Malone Rd,Coffee Shop,VeryLikelyOpen
492,5aa13b4031fd141238c92639,50,915,Bia Rebel,409 Ormeau Rd,Restaurant,VeryLikelyOpen
493,591f03cf0d8a0f04db6c2cad,50,922,387 Ormeau Road,387 Ormeau Rd,Restaurant,VeryLikelyOpen
494,4c06ca359e1ab7134be25243,50,965,Errigle Inn,312-320 Ormeau Rd,Restaurant,VeryLikelyOpen
495,4bdc120e3904a59330c34c9e,50,451,Yum Bar and Restaurant,157 Stranmillis Rd,Restaurant,LikelyOpen
496,5817638a38fa62c38f44588c,50,951,District,300 Ormeau Rd,Coffee Shop,VeryLikelyOpen
497,4d7f4904e7e1721e4ceaee0b,50,872,Tropical Ravine,Botanic Gardens,Botanical Garden,VeryLikelyOpen
498,4bf0422df831c92849cd01f2,50,874,Ulster Museum,Botanic Gardens,Museum,VeryLikelyOpen
499,4b7d734ff964a52022bf2fe3,50,750,Botanic Gardens,College Park,Park,VeryLikelyOpen
500,4d89ef067139b1f72342bfd4,51,105,W5,2 Queen's Quay,Museum,VeryLikelyOpen
501,4cb46b5adb32f04d5671dd4d,51,656,Titanic Belfast,2 Queen's Quay,Museum,VeryLikelyOpen
502,4ee64eb89a52c1dadc051b32,51,623,The Great Room,16 Skipper St,Restaurant,VeryLikelyOpen
503,514a517de4b0e876ff898ce4,51,593,Ox,1 Oxford St,Restaurant,VeryLikelyOpen
504,5a1fedbcbcbf7a12b589f1f9,51,664,Bunsen,6-8 Hill St,Restaurant,LikelyOpen
505,4f6090eee4b07ca95a464133,51,373,The Dock Cafe,2K Queens Rd,Coffee Shop,VeryLikelyOpen
506,52988e8511d22448bd236206,51,633,The Dirty Onion,3 Hill St,Bar,Unsure
507,4b071106f964a52093f622e3,51,682,Muriel's Cafe Bar,12-14 Church Lane,Bar,LikelyOpen
508,4b588286f964a5204b5b28e3,51,118,Odyssey Arena,2 Queens Quay,Stadium,VeryLikelyOpen
509,520080a3498eb97026f147b8,51,659,Established Coffee,54 Hill St,Coffee Shop,Unsure
510,4bacb913f964a520e8063be3,52,210,Nando's,24 Ormeau Ave,Restaurant,VeryLikelyOpen
511,4fc21ef5e4b099ce175faf24,52,420,Home Restaurant,22 Wellington Pl,Restaurant,Unsure
512,4bdabe62c79cc928a48b7fe9,52,190,PizzaExpress,25-27 Bedford St,Restaurant,VeryLikelyOpen
513,4b50a28ff964a520762a27e3,52,147,Fibber Magees,38-42 Great Victoria St,Bar,VeryLikelyOpen
514,4b6031acf964a52060d929e3,52,221,Harlem Cafe,34 Bedford St,Coffee Shop,LikelyOpen
515,4c489364c047be9aef423479,52,395,Zen,55-59 Adelaide St,Restaurant,LikelyOpen
516,4c50130638b0be9a515ee3fc,52,362,Long's,39 Athol St,Restaurant,LikelyOpen
517,4b459b93f964a5207d0e26e3,52,25,Ginger Bistro,7-8 Hope St,Restaurant,Unsure
518,57ac99ec498e2258ef0521d3,52,211,Boojum,14-16 Great Victoria St,Restaurant,Unsure
519,4c4647bd342c1b8d3040b689,52,130,The Crown Liquor Saloon,46 Great Victoria St,Restaurant,Unsure
520,53f7ab75498eaf3f62ad2545,53,112,Cafe Remedy,Missing data,Bar,VeryLikelyOpen
521,5e00aa6c475c41f46fb5a10c,53,391,Oldpark Road Library,46 Oldpark Rd,Library,LikelyOpen
522,52063981498e39682491892b,53,310,The Crum Coffee Shop,Missing data,Coffee Shop,VeryLikelyOpen
523,4c1a4b9063750f476b07b367,53,396,Mersin Kebab House,Missing data,Restaurant,VeryLikelyOpen
524,4c7653e1d8948cfa5f046ada,53,948,KFC,2-16 Shankhill Rd,Restaurant,VeryLikelyOpen
525,4ed15014775bbb5f33fef475,53,128,Odyssey Lounge,Missing data,Bar,VeryLikelyOpen
526,5c50a4e3a9e40200398c2d66,53,309,Milano's,Missing data,Restaurant,VeryLikelyOpen
527,4fe04e53e4b0e2a009c399d5,53,399,Fairview,Missing data,Hospital,VeryLikelyOpen
528,50b0e62be4b0441cd92ec4f3,53,289,Crumlin Road Gaol,53-55 Crumlin Rd,Museum,VeryLikelyOpen
529,59b559325a2c9107743ceba7,53,283,Cuffs Bar and Grill,53-55 Crumlin Rd,Restaurant,VeryLikelyOpen
530,4bb3c394715eef3b6bce86bb,54,690,The Garrick Bar,29 Chichester St,Bar,LikelyOpen
531,4b65d319f964a5203a022be3,54,824,The Limelight,17 Ormeau Ave,Bar,LikelyOpen
532,514a517de4b0e876ff898ce4,54,551,Ox,1 Oxford St,Restaurant,VeryLikelyOpen
533,54917d6b498e225b49364d84,54,716,YO! Belfast,1 Victoria Square,Restaurant,VeryLikelyOpen
534,59f0cd65b9ac383a99665508,54,683,Babel,70-74 Ann St,Bar,VeryLikelyOpen
535,4bd352d741b9ef3b0fe3ffe5,54,937,Whites Tavern,2-4 Winecellar Entry,Restaurant,Unsure
536,5a37b9bd16fa04126cd4ccd7,54,735,Oh Donuts & Coffee,55 Upper Arthur St,Restaurant,VeryLikelyOpen
537,4b071106f964a52093f622e3,54,793,Muriel's Cafe Bar,12-14 Church Lane,Bar,LikelyOpen
538,5a1fedbcbcbf7a12b589f1f9,54,935,Bunsen,6-8 Hill St,Restaurant,LikelyOpen
539,52988e8511d22448bd236206,54,939,The Dirty Onion,3 Hill St,Bar,Unsure
540,4fc21ef5e4b099ce175faf24,55,131,Home Restaurant,22 Wellington Pl,Restaurant,Unsure
541,4bb3c394715eef3b6bce86bb,55,530,The Garrick Bar,29 Chichester St,Bar,LikelyOpen
542,4b50a28ff964a520762a27e3,55,269,Fibber Magees,38-42 Great Victoria St,Bar,VeryLikelyOpen
543,4c4647bd342c1b8d3040b689,55,280,The Crown Liquor Saloon,46 Great Victoria St,Restaurant,Unsure
544,4bd352d741b9ef3b0fe3ffe5,55,518,Whites Tavern,2-4 Winecellar Entry,Restaurant,Unsure
545,5ae825e4ad910e002c72a002,55,186,Tim Hortons,65 Fountain St,Coffee Shop,VeryLikelyOpen
546,57ac99ec498e2258ef0521d3,55,197,Boojum,14-16 Great Victoria St,Restaurant,Unsure
547,4c50130638b0be9a515ee3fc,55,198,Long's,39 Athol St,Restaurant,LikelyOpen
548,4b64a08bf964a52082c32ae3,55,324,Kelly's Cellars,30-32 Bank St,Restaurant,Unsure
549,4b459b93f964a5207d0e26e3,55,419,Ginger Bistro,7-8 Hope St,Restaurant,Unsure
550,4ee3be780e61681b95950144,56,341,The Raj,Missing data,Restaurant,VeryLikelyOpen
551,4bf1b88b78cec92871bcba86,56,805,Windsor Park,Donegall Rd,Stadium,VeryLikelyOpen
552,56b604ba498e05a41db12725,56,815,Nando's,"Boucher Retail Park, Boucher Cres",Restaurant,VeryLikelyOpen
553,4bb7213e1344b713f7619e04,56,67,Clements,342 Lisburn Rd,Coffee Shop,LikelyOpen
554,4bae2ddaf964a5205b8e3be3,56,349,Doorsteps,455 Lisburn Rd,Coffee Shop,VeryLikelyOpen
555,4b4a40c5f964a520dc8026e3,56,42,Cafe Fish,539 Lisburn Rd,Restaurant,VeryLikelyOpen
556,4baa69e6f964a520d6673ae3,56,775,Shu,253 Lisburn Rd,Restaurant,VeryLikelyOpen
557,515db9e5e4b0261bbfdbef53,56,55,Deane and Decano,537 Lisburn Rd,Restaurant,LikelyOpen
558,5c1509f325ecca002cf179ef,56,808,Five Guys,"32a, Boucher Crescent",Restaurant,LikelyOpen
559,589ef43203e29a66d92c10f1,56,801,Eddie Rocket's,Boucher Crescent,Restaurant,VeryLikelyOpen
560,4d7f4904e7e1721e4ceaee0b,57,920,Tropical Ravine,Botanic Gardens,Botanical Garden,VeryLikelyOpen
561,4ba10674f964a5202f9037e3,57,724,Jenz Coffee Company,207 Lisburn Rd,Coffee Shop,LikelyOpen
562,4b4a40c5f964a520dc8026e3,57,801,Cafe Fish,539 Lisburn Rd,Restaurant,VeryLikelyOpen
563,4bdc120e3904a59330c34c9e,57,605,Yum Bar and Restaurant,157 Stranmillis Rd,Restaurant,LikelyOpen
564,4bf590c8bfeac92801ba9236,57,862,The Jharna,133 Lisburn Rd,Restaurant,VeryLikelyOpen
565,51fc0981498e14d7ea479549,57,835,Maggie Mays,2 Malone Rd,Coffee Shop,VeryLikelyOpen
566,4bf0422df831c92849cd01f2,57,845,Ulster Museum,Botanic Gardens,Museum,VeryLikelyOpen
567,4b7d734ff964a52022bf2fe3,57,928,Botanic Gardens,College Park,Park,VeryLikelyOpen
568,4bf2561a3fa220a1f83c1920,57,1022,Clements Cafe,University Rd,Coffee Shop,LikelyOpen
569,4bb7213e1344b713f7619e04,57,785,Clements,342 Lisburn Rd,Coffee Shop,LikelyOpen
